learner_id,signup_date,age,city_tier,education,hours_per_week_pledged,weekly_logins_avg,assignments_submitted,forum_posts,video_watch_pct,has_mentor,device,referral_source,payment_plan,days_since_last_login,certificate_issued,final_score,notes,completed_course
L-01877,14-04-2026,22,2,High School,6.3,1.63,1,2,,FALSE,tablet,other,scholarship,26,N,,,0
L-01027,2026-03-17,21,2,Bachelor's,7.8,4.87,3,2,54.9,no,Laptop,youtube,free,9,N,,requested extension,0
L-01506,25/06/2026,20,tier-3,Diploma,1.0,3.01,4,4,17.1,0,laptop,youtube,paid,48,1,82.0,,1
L-00051,2026-05-08,18,3,,,3.03,4,5,44.5,FALSE,MOBILE,youtube,free,10,1,71.8,,1
L-00851,07/01/2026,25,2,High School,10.4,4.9,4,1,39.2,0,mobile,instagram,free,21,FALSE,44.7,duplicate?  check,0
L-01356,2026-04-10,15,Tier 2,Bachelors,6.1,3.56,6,4,51.4,No,phone,friend,free,39,1,79.0,,1
L-00242,2026-01-02,32,2,Bachelors,10.3,3.88,3,12,67.7,yes,mobile,instagram,free,14,Yes,87.5,called on phone,1
L-02071,2026-03-28,24,3,Diploma,5.0,2.1,4,3,43.7,No,tablet,instagram,scholarship,9,FALSE,54.9,asked about certificate,0
L-00837,2026-05-01,23,T2,Bachelors,4.2,1.31,2,0,35.3,0,mobile,other,free,34,0,,,0
L-00414,2026-05-25,22,3,,3.0,3.51,6,6,64.4,0,mobile,ngo_outreach,free,28,No,,-,0
L-01553,12-06-2026,18,2,,9.7,2.39,6,0,19.0,0,desktop,youtube,paid,34,TRUE,87.3,-,1
L-01154,18-04-2026,22,2,Masters,10.2,2.77,4,1,57.9,N,mobile,instagram,free,17,No,,,0
L-00613,06-03-2026,25,1,High School,3.6,2.08,2,4,24.0,1,tablet,friend,free,40,N,,-,0
L-02661,07-03-2026,21,1,High School,8.8,2.6,6,1,34.6,1,Mobile,friend,free,25,N,,,0
L-02361,2026-02-16,21,2,Bachelors,11.6,3.34,6,2,,no,mobile,school_partner,free,19,FALSE,,,0
L-01011,14-01-2026,,2,Bachelors,5.1,4.52,1,2,43.7,no,Laptop,school_partner,free,25,FALSE,49.9,,0
L-01336,2026-01-03,19,2,HS,6.5,3.34,0,1,42.3,1,mobile,youtube,free,33,No,,asked about certificate,0
L-02099,24-02-2026,32,1,High School,13.2,2.09,0,0,24.2,No,desktop,school_partner,free,13,no,52.9,,0
L-01084,2026-03-12,22,T2,highschool,6.9,2.07,4,1,60.2,Y,mobile,youtube,scholarship,34,N,,-,0
L-01982,2026-06-11,24,2,Bachelors,7.9,3.13,6,10,40.8,no,laptop,instagram,free,6,yes,69.3,,1
L-01409,2026-06-01,22,Tier 1,Bachelors,15.0,4.22,5,1,39.4,N,Desktop,school_partner,scholarship,4,Y,61.4,follow up next intake,1
L-00153,2026-03-13,22,2,Bachelors,10.7,2.82,4,6,40.3,no,mobile,other,paid,11,yes,71.7,,1
L-01948,28-03-2026,25,tier-1,High School,10.1,4.84,4,0,70.0,TRUE,laptop,ngo_outreach,paid,4,Y,75.3,,1
L-00669,2026-01-01,18,tier-2,HS,7.5,2.52,2,2,60.3,FALSE,MOBILE,instagram,free,15,No,,n/a,0
L-00220,2026-05-11,25,2,High School,15.2,7.0,10,6,72.0,no,laptop,youtube,paid,2,0,75.6,,1
L-00180,2026-06-18,20,2,Bachelors,6.1,1.5,2,4,45.6,yes,laptop,instagram,paid,12,yes,94.6,,1
L-02501,2026-06-16,,3,high school,,5.22,1,1,6.2,N,mobile,friend,free,11,N,,,0
L-00852,2026-03-04,21,3,High School,1.5,0.43,3,3,46.4,0,laptop,instagram,free,23,0,23.9,n/a,0
L-01870,2026-06-17,23,2,bachelor degree,4.3,3.12,9,0,0.0,0,laptop,friend,free,16,Yes,79.3,requested extension,1
L-00167,2026-01-02,20,1,Bachelors,5.2,1.44,5,3,51.0,0,laptop,friend,paid,4,1,65.2,follow up next intake,1
L-00391,2026-04-19,20,3,bachelors,6.9,2.42,1,4,39.5,,mobile,ngo_outreach,free,8,0,,duplicate?  check,0
L-02425,26-05-2026,25,Tier 1,High School,5.7,6.57,8,5,93.3,1,MOBILE,youtube,free,18,yes,78.0,-,1
L-01880,2026-03-16,24,2,Diploma,12.5,6.84,9,4,100.0,Yes,laptop,other,free,5,Yes,71.3,,1
L-02508,2026-03-09,25,1,High-School,8.1,2.66,1,1,16.3,FALSE,tablet,school_partner,scholarship,36,No,,n/a,0
L-01247,02/01/2026,17,1,High School,,7.0,1,0,52.5,N,mobile,school_partner,free,3,TRUE,87.0,,1
L-01944,2026-03-21,22,T2,High School,8.1,1.63,4,1,,,Laptop,instagram,scholarship,27,0,,requested extension,0
L-00316,2026-02-08,22,1,Bachelors,5.8,0.99,2,6,49.6,No,mobile,instagram,free,19,0,,called on phone,0
L-00351,2026-04-18,15,2,Master's,8.3,3.59,2,0,68.2,Y,mobile,ngo_outreach,free,2,Y,74.8,,1
L-00013,17-04-2026,21,3,masters,2.3,0.97,0,2,32.7,N,desktop,youtube,scholarship,61,0,,,0
L-01675,2026-03-15,27,2,High School,8.4,2.49,4,1,58.9,,laptop,school_partner,free,32,Yes,99.6,,1
L-01575,2026-01-28,27,2,High School,18.5,1.07,0,2,19.1,,laptop,other,free,11,no,46.9,,0
L-00802,06/04/2026,19,1,bachelors,5.2,1.31,2,1,,Y,mobile,ngo_outreach,paid,28,yes,65.6,,1
L-01916,2026-03-06,23,1,Bachelors,9.2,5.1,7,2,60.7,0,mobile,school_partner,scholarship,19,TRUE,85.5,n/a,1
L-02602,18/04/2026,24,,High School,5.5,3.72,3,1,52.7,1,tablet,instagram,scholarship,17,FALSE,,requested extension,0
L-02108,08-02-2026,31,1,unknown,,3.05,0,2,35.8,N,mobile,instagram,paid,20,FALSE,43.2,asked about certificate,0
L-01021,2026-01-10,21,Tier 1,Bachelors,6.0,4.09,3,1,54.8,no,mobile,ngo_outreach,scholarship,6,Y,72.7,duplicate?  check,1
L-00110,2026-05-05,22,T1,Diploma,3.2,4.82,4,10,47.4,,laptop,school_partner,paid,14,Y,71.0,follow up next intake,1
L-01261,2026-03-25,15,2,High School,,3.77,3,4,68.6,0,laptop,school_partner,paid,18,yes,81.7,called on phone,1
L-00439,13/02/2026,17,1,Bachelors,6.7,3.57,2,4,52.2,1,mobile,school_partner,scholarship,33,0,,,0
L-00084,2026-03-16,24,2,Masters,2.9,5.41,5,0,42.7,Y,laptop,friend,scholarship,24,yes,84.5,asked about certificate,1
L-02709,2026-06-18,16,tier-1,Bachelor's,2.3,2.11,4,2,36.6,FALSE,tablet,instagram,free,18,0,,,0
L-00080,05-01-2026,24,3,Diploma,2.3,4.72,0,4,52.9,no,mobile,instagram,free,24,0,,,0
L-02344,13-05-2026,29,Tier 1,Bachelors,6.5,1.33,0,0,19.5,Y,desktop,instagram,paid,41,N,,called on phone,0
L-01087,16-02-2026,22,1,Diploma,1.4,0.0,0,0,5.8,0,mobile,school_partner,free,42,no,50.6,duplicate?  check,0
L-00520,2026-02-19,27,Tier 2,diploma,3.6,2.49,0,8,17.6,Y,desktop,ngo_outreach,free,22,no,,-,0
L-00969,2026-02-11,25,3,bachelors,6.4,1.47,0,1,52.9,No,mobile,school_partner,free,7,FALSE,,asked about certificate,0
L-01059,2026-04-03,23,1,B.Tech,7.7,3.0,2,1,33.6,Yes,tablet,instagram,free,12,FALSE,,called on phone,0
L-01576,2026-03-03,22,2,High School,2.2,4.09,2,3,19.6,0,mobile,youtube,scholarship,40,no,,n/a,0
L-02790,22-03-2026,24,2,Other,3.8,2.4,3,2,26.2,Y,Mobile,school_partner,free,38,no,,,0
L-01757,2026-05-07,19,2,bachelors,5.1,5.03,3,0,55.0,N,laptop,youtube,free,23,yes,72.6,requested extension,1
L-00085,2026-06-18,15,Tier 2,High School,1.7,1.84,0,1,26.7,No,mobile,friend,scholarship,17,Yes,,,0
L-02714,13-04-2026,24,1,High School,10.5,3.65,4,8,14.8,N,laptop,friend,paid,10,No,,duplicate?  check,0
L-00979,2026-04-23,28,1,Masters,4.7,0.13,2,2,31.1,No,Tablet,instagram,scholarship,21,0,,-,0
L-01322,2026-06-08,20,2,bachelors,6.4,3.1,1,3,46.2,no,desktop,school_partner,free,16,0,,called on phone,0
L-00933,2026-06-05,21,2,Bachelors,6.6,2.23,4,1,0.0,No,Laptop,ngo_outreach,free,2,No,36.1,duplicate?  check,0
L-00649,19-05-2026,22,1,High School,8.7,3.43,3,0,83.1,TRUE,notebook,other,scholarship,2,Y,84.5,-,1
L-00501,01/05/2026,23,,Masters,13.6,5.56,5,4,32.6,No,desktop,instagram,free,40,No,,asked about certificate,0
L-00661,08/03/2026,19,1,HS,2.1,4.77,0,2,19.9,TRUE,mobile,instagram,paid,28,no,,n/a,0
L-01070,09-01-2026,23,2,Masters,14.7,,6,4,85.1,0,laptop,school_partner,scholarship,14,no,51.8,follow up next intake,0
L-02201,04-04-2026,26,2,Masters,10.3,6.36,9,0,94.8,0,laptop,youtube,free,1,1,94.3,-,1
L-02026,2026-03-16,25,3,Bachelors,9.5,5.04,5,6,83.1,N,laptop,school_partner,scholarship,4,TRUE,72.2,asked about certificate,1
L-00415,2026-01-03,19,3,Masters,6.2,4.88,5,0,,FALSE,Laptop,ngo_outreach,scholarship,23,no,,duplicate?  check,0
L-01740,2026-06-20,15,Tier 3,bachelor degree,3.5,5.16,5,2,79.2,1,laptop,school_partner,scholarship,19,TRUE,92.5,requested extension,1
L-02044,03-01-2026,26,2,high school,6.7,1.2,2,3,111.1,0,laptop,youtube,free,41,0,,follow up next intake,0
L-02756,17/06/2026,18,T1,highschool,6.1,2.59,3,6,74.7,FALSE,mobile,friend,scholarship,3,Y,83.5,n/a,1
L-00378,2026-01-04,18,2,Diploma,9.5,1.04,4,0,53.6,N,mobile,school_partner,paid,23,Yes,84.9,,1
L-01878,2026-06-05,15,Tier 2,DIPLOMA,8.5,2.42,2,1,56.2,,mobile,youtube,free,14,No,,,0
L-00421,05/01/2026,24,tier-2,Bachelors,6.2,3.19,5,3,0.0,TRUE,Mobile,school_partner,free,11,yes,75.4,,1
L-02159,2026-01-26,16,3,Bachelors,,0.41,2,5,27.5,1,laptop,ngo_outreach,free,22,FALSE,,,0
L-00604,2026-06-26,20,3,Bachelors,11.7,3.09,1,5,56.9,FALSE,mobile,school_partner,free,7,no,55.3,,0
L-00577,2026-02-02,15,1,Diploma,5.5,4.68,6,6,76.3,,phone,friend,free,4,0,,,0
L-01371,2026-03-07,20,1,High School,6.5,6.83,4,2,,Y,Mobile,ngo_outreach,scholarship,15,No,57.0,asked about certificate,0
L-01242,2026-05-20,18,3,Bachelors,5.2,2.13,3,2,106.7,0,laptop,youtube,scholarship,2,yes,65.0,,1
L-01929,2026-04-11,24,tier-1,highschool,7.8,6.91,8,1,74.2,yes,tablet,youtube,scholarship,4,Yes,94.9,duplicate?  check,1
L-00287,2026-01-10,16,2,Bachelors,1.0,2.86,6,4,55.2,Yes,phone,instagram,free,4,No,50.6,n/a,0
L-00120,05/05/2026,22,2,Bachelors,9.0,3.67,5,1,56.0,no,desktop,instagram,free,1,yes,100,,1
L-02246,2026-06-28,16,,Bachelors,10.4,3.94,0,0,47.8,0,laptop,instagram,scholarship,34,FALSE,46.2,,0
L-02468,2026-04-07,22,Tier 2,Diploma,9.6,5.92,4,4,69.7,FALSE,laptop,ngo_outreach,scholarship,15,Yes,85.6,n/a,1
L-01390,2026-05-16,25,tier-1,High School,9.5,2.33,1,2,25.5,Y,MOBILE,friend,free,31,Y,77.4,,1
L-00966,2026-03-03,,1,,1.0,0.85,3,3,0.0,N,desktop,school_partner,free,21,0,,duplicate?  check,0
L-01804,2026-03-19,,1,Diploma,6.7,5.44,3,0,49.3,No,mobile,friend,paid,24,Y,66.5,,1
L-00169,11/03/2026,26,2,Other,4.4,0.6,0,5,5.8,FALSE,MOBILE,school_partner,free,17,N,,,0
L-02621,2026-02-06,19,,Master's,12.9,0.88,1,4,29.9,no,mobile,instagram,scholarship,19,no,,duplicate?  check,0
L-02012,2026-02-12,15,3,diploma,5.6,3.09,3,4,35.7,Yes,MOBILE,youtube,paid,10,yes,91.3,asked about certificate,1
L-01318,2026-01-28,22,2,Other,7.8,1.72,1,3,,,laptop,instagram,free,27,N,,requested extension,0
L-01763,2026-06-19,,T2,Diploma,2.6,5.02,5,7,70.6,1,tablet,instagram,paid,15,Y,87.5,,1
L-00200,24-02-2026,22,2,Bachelors,5.1,2.57,3,5,54.9,FALSE,mobile,youtube,free,13,0,,requested extension,0
L-02140,21-02-2026,23,2,Diploma,2.3,2.22,5,6,60.6,no,phone,friend,free,1,No,,called on phone,0
L-02707,2026-04-03,20,1,Other,1.7,0.86,0,6,1.0,N,laptop,youtube,paid,30,no,,asked about certificate,0
L-02462,2026-06-14,21,T2,,10.2,2.38,4,1,20.9,No,mobile,youtube,paid,21,N,,,0
L-00822,2026-06-08,26,T2,Masters,7.6,2.94,1,1,66.6,0,Mobile,instagram,free,6,yes,80.1,-,1
L-00930,2026-01-04,23,3,high school,1.0,0.0,0,1,8.3,Y,mobile,ngo_outreach,paid,27,0,,,0
L-02040,2026-05-12,22,tier-2,Bachelors,6.5,2.49,3,1,15.9,No,mobile,ngo_outreach,free,9,N,,n/a,0
L-00791,20-04-2026,20,2,Bachelors,4.3,2.97,2,0,0.0,yes,Mobile,ngo_outreach,scholarship,31,N,,requested extension,0
L-01182,2026-05-27,30,1,High School,2.1,3.42,0,1,4.3,N,mobile,instagram,scholarship,34,0,,,0
L-01083,2026-03-14,27,2,High School,7.8,3.62,2,6,49.0,Y,mobile,school_partner,paid,22,no,,,0
L-00206,2026-02-01,20,2,Bachelors,11.8,5.14,6,2,54.6,Y,desktop,friend,scholarship,14,TRUE,66.4,,1
L-01665,2026-01-04,26,1,Masters,5.6,3.93,7,4,48.3,Yes,tablet,youtube,free,15,FALSE,,,0
L-01927,2026-06-10,23,tier-1,Masters,9.0,2.21,4,3,64.8,Y,desktop,friend,free,38,TRUE,82.3,called on phone,1
L-02672,2026-06-24,16,2,diploma,9.6,3.15,2,6,19.8,no,phone,school_partner,free,12,FALSE,,asked about certificate,0
L-01931,2026-03-03,19,1,High School,6.1,1.73,9,1,28.4,TRUE,tablet,friend,paid,21,1,73.8,,1
L-02554,2026-04-08,20,T1,Bachelors,,1.22,3,3,37.7,FALSE,laptop,youtube,scholarship,15,N,,,0
L-01699,2026-02-26,22,2,High School,,4.19,7,9,96.2,no,desktop,youtube,free,9,yes,91.0,,1
L-01771,08-05-2026,24,T3,Bachelors,16.9,3.1,5,2,56.1,N,laptop,school_partner,paid,26,N,38.5,,0
L-02122,2026-02-19,29,1,Bachelors,1.0,1.9,3,1,47.0,No,laptop,instagram,free,29,no,,requested extension,0
L-00267,2026-03-23,19,3,High School,8.2,3.73,4,2,41.1,FALSE,laptop,school_partner,paid,39,Y,82.4,,1
L-01941,04-02-2026,19,1,High School,5.4,2.0,3,5,37.4,yes,laptop,school_partner,paid,24,No,,requested extension,0
L-02721,2026-06-18,15,1,Diploma,6.8,2.55,5,3,40.3,no,desktop,instagram,free,6,yes,68.2,follow up next intake,1
L-02256,14-06-2026,20,3,Masters,5.5,4.0,5,2,33.5,0,desktop,instagram,free,10,N,,duplicate?  check,0
L-01803,25/02/2026,23,T1,High School,6.1,5.2,3,4,16.6,Yes,laptop,instagram,scholarship,41,Y,78.5,,1
L-02068,10/06/2026,16,2,High School,9.6,5.31,6,9,68.6,no,laptop,instagram,scholarship,12,1,74.4,,1
L-02441,23/02/2026,19,3,,4.7,3.8,2,3,0.0,No,mobile,instagram,scholarship,30,Y,71.8,-,1
L-01687,15-03-2026,16,3,DIPLOMA,2.9,1.53,2,10,24.4,N,desktop,school_partner,paid,43,No,,follow up next intake,0
L-02652,2026-06-04,27,3,Masters,,1.18,0,2,55.9,yes,mobile,friend,free,31,FALSE,,-,0
L-01528,05/03/2026,23,3,High School,3.4,3.72,4,3,22.3,FALSE,laptop,ngo_outreach,free,26,no,,,0
L-02598,14/03/2026,25,2,B.Tech,8.5,3.07,3,1,34.8,yes,Mobile,school_partner,free,26,Y,88.7,,1
L-01806,12/01/2026,15,2,High School,1.4,4.2,2,1,35.8,yes,notebook,youtube,scholarship,2,Yes,,,0
L-00324,2026-04-16,29,T2,Diploma,9.9,4.85,3,0,74.5,Y,laptop,school_partner,free,23,1,86.2,,1
L-00175,2026-01-11,23,3,M.Sc,8.1,5.23,5,6,63.9,yes,Desktop,ngo_outreach,scholarship,5,1,74.8,n/a,1
L-00233,02/06/2026,,2,,7.8,5.27,2,1,104.6,Y,mobile,youtube,scholarship,10,FALSE,,duplicate?  check,0
L-00668,2026-06-04,19,2,Diploma,5.2,3.45,3,5,36.1,FALSE,mobile,friend,scholarship,24,0,,,
L-00115,15-05-2026,19,2,bachelor degree,5.8,2.16,4,2,47.9,N,mobile,friend,scholarship,11,0,,-,0
L-01153,2026-01-05,24,1,Diploma,1.3,2.3,5,2,44.0,TRUE,Laptop,other,free,1,yes,89.2,follow up next intake,1
L-01354,2026-05-12,17,Tier 1,Bachelors,9.3,2.82,4,3,114.9,no,tablet,instagram,free,15,No,54.2,,0
L-02568,15/05/2026,16,2,High School,10.8,2.9,2,2,17.5,1,mobile,instagram,free,23,yes,65.7,n/a,1
L-01627,11/03/2026,16,3,,1.7,3.31,2,5,72.3,yes,mobile,friend,free,13,No,,,0
L-02150,2026-01-16,22,2,Diploma,6.8,2.55,1,2,53.3,1,phone,ngo_outreach,paid,19,FALSE,,called on phone,0
L-01016,16/03/2026,28,T3,,1.3,3.14,5,2,42.0,Yes,mobile,friend,scholarship,31,no,,,0
L-00409,2026-02-13,199,T3,Bachelor's,,,2,1,44.7,N,mobile,friend,free,28,FALSE,,follow up next intake,0
L-02719,2026-02-16,20,Tier 2,High School,4.4,2.5,5,3,56.7,N,mobile,friend,free,19,1,85.0,follow up next intake,1
L-01968,09-02-2026,30,3,OTHER,7.0,4.85,5,1,72.9,0,mobile,ngo_outreach,free,23,0,44.3,,0
L-01245,2026-02-16,25,3,High School,,3.82,4,3,87.7,FALSE,mobile,school_partner,paid,3,Y,71.2,follow up next intake,1
L-01024,2026-06-12,,1,Diploma,,4.18,3,0,34.2,FALSE,desktop,other,free,34,FALSE,,requested extension,0
L-00723,13-05-2026,24,1,B.Tech,5.4,2.09,2,8,8.4,yes,Mobile,ngo_outreach,free,21,No,,,0
L-00493,2026-03-06,23,2,Bachelors,1.0,3.77,2,1,22.7,Yes,mobile,youtube,scholarship,10,0,96.8,n/a,1
L-01718,2026-06-14,19,1,Bachelors,6.2,3.18,4,2,50.1,FALSE,laptop,friend,paid,24,N,,n/a,0
L-02653,2026-04-02,15,3,High School,6.5,4.91,9,4,77.5,N,laptop,youtube,free,3,yes,87.7,,1
L-02149,2026-02-14,24,tier-2,Masters,5.3,3.9,3,5,67.3,Y,Mobile,friend,scholarship,2,yes,81.9,,1
L-00896,2026-04-21,20,1,High School,2.8,2.77,0,2,67.8,TRUE,mobile,friend,free,42,no,,,0
L-01259,04-02-2026,20,1,B.Tech,6.0,2.85,3,1,100.8,1,mobile,friend,free,24,TRUE,73.5,,1
L-00898,2026-03-24,18,1,High School,5.9,3.66,1,2,22.3,no,phone,ngo_outreach,scholarship,10,N,,,0
L-01584,2026-02-05,20,tier-1,Other,3.5,2.69,5,5,29.1,Yes,desktop,school_partner,free,28,1,81.9,,1
L-02362,2026-03-18,21,2,Bachelors,4.9,0.07,0,2,30.0,TRUE,mobile,youtube,paid,43,0,,,0
L-00894,2026-06-18,30,tier-1,DIPLOMA,7.5,3.96,4,4,50.8,no,tablet,instagram,scholarship,30,No,,follow up next intake,0
L-02537,20/05/2026,,1,High School,5.5,4.04,4,6,18.7,No,mobile,instagram,free,14,yes,99.4,-,1
L-02113,09-05-2026,17,3,High School,9.8,2.67,3,2,0.0,FALSE,mobile,school_partner,scholarship,19,0,,,0
L-02466,2026-06-19,15,2,High School,10.1,1.78,2,2,60.9,no,desktop,youtube,free,9,FALSE,,,0
L-00829,2026-04-18,24,1,Masters,1.6,1.56,0,1,47.3,TRUE,desktop,instagram,scholarship,15,No,,,0
L-02173,2026-04-05,19,2,High School,2.6,3.67,2,7,72.8,FALSE,mobile,instagram,free,10,N,,asked about certificate,0
L-00918,2026-03-02,15,1,Bachelors,7.7,4.14,0,3,24.7,No,laptop,school_partner,paid,38,N,,,0
L-01042,2026-02-23,23,3,Bachelors,2.7,0.2,0,0,30.8,FALSE,mobile,friend,free,36,FALSE,,,0
L-01380,10-04-2026,27,tier-3,Bachelors,9.6,2.24,0,4,29.5,0,Tablet,other,free,11,No,,requested extension,0
L-00098,2026-04-13,16,2,bachelors,5.3,4.18,5,2,70.1,N,mobile,youtube,free,15,FALSE,,asked about certificate,0
L-02381,2026-02-07,23,3,B.Tech,3.6,1.06,3,0,53.8,1,Laptop,friend,free,11,0,,,0
L-00050,16-01-2026,26,1,Bachelors,4.9,3.1,6,1,75.4,0,tablet,instagram,free,3,Yes,61.3,,1
L-00775,2026-03-03,15,tier-1,Bachelors,3.1,,5,3,27.5,FALSE,phone,youtube,scholarship,7,TRUE,80.2,called on phone,1
L-01726,11/04/2026,23,tier-1,Masters,10.8,2.25,4,1,38.7,Yes,MOBILE,instagram,scholarship,38,0,44.9,,
L-02098,2026-04-05,32,2,Diploma,5.1,0.0,2,3,32.2,1,desktop,ngo_outreach,scholarship,20,N,,,0
L-02486,2026-05-26,21,tier-2,bachelor degree,14.0,4.01,1,3,23.9,no,laptop,instagram,scholarship,31,Yes,89.5,asked about certificate,1
L-02370,22/02/2026,20,3,High-School,8.6,3.16,6,8,57.3,N,notebook,school_partner,free,2,N,,,0
L-02686,27/03/2026,22,2,Diploma,2.6,5.63,6,1,62.0,FALSE,desktop,instagram,free,31,Y,71.7,,1
L-01516,28-04-2026,24,2,High School,10.0,4.8,8,2,92.7,No,laptop,youtube,paid,18,Y,77.8,,1
L-02543,18-01-2026,23,3,Bachelors,5.2,0.81,2,1,,Y,laptop,school_partner,scholarship,33,Yes,67.4,,1
L-02420,16-03-2026,24,1,Diploma,9.3,3.87,4,3,61.5,yes,phone,other,scholarship,18,1,85.2,called on phone,1
L-00383,2026-04-21,22,2,Diploma,3.8,2.72,2,1,1.4,N,desktop,instagram,free,24,N,39.9,,0
L-00069,01/03/2026,,3,HS,7.6,1.58,4,5,60.4,yes,mobile,school_partner,free,22,0,18.6,,0
L-00823,2026-02-02,15,2,unknown,4.2,0.0,2,5,0.0,no,tablet,youtube,paid,34,no,,,0
L-00345,2026-06-19,15,2,Diploma,7.3,1.89,0,3,0.0,,MOBILE,friend,paid,21,0,,duplicate?  check,0
L-02063,24/06/2026,20,2,high school,9.2,4.54,3,1,1.2,No,mobile,instagram,scholarship,32,no,,n/a,0
L-01063,20/06/2026,24,Tier 1,High School,4.8,1.77,4,5,25.9,1,laptop,ngo_outreach,paid,38,0,,called on phone,0
L-02654,2026-02-03,22,2,Diploma,8.5,6.12,9,4,81.8,Y,laptop,friend,scholarship,2,TRUE,78.7,called on phone,1
L-02771,2026-02-17,22,Tier 3,High School,6.7,1.24,6,2,,yes,mobile,youtube,free,6,0,55.6,duplicate?  check,0
L-00322,2026-02-22,,2,High School,8.9,,5,6,27.7,Y,mobile,school_partner,scholarship,16,TRUE,70.1,n/a,1
L-01839,04-03-2026,24,2,masters,1.7,5.11,8,6,22.7,no,laptop,instagram,free,21,N,,,0
L-00760,2026-05-14,15,1,,11.9,3.99,8,7,64.1,FALSE,mobile,instagram,free,2,TRUE,73.2,follow up next intake,1
L-02557,2026-03-16,23,2,diploma,10.7,1.78,4,3,38.3,1,mobile,youtube,free,29,No,,duplicate?  check,0
L-01566,06-03-2026,17,3,High School,7.8,0.47,0,2,,no,mobile,friend,free,19,no,,,0
L-02205,2026-04-06,24,2,Bachelor's,2.0,3.86,3,1,,0,mobile,youtube,free,30,no,,n/a,0
L-01229,2026-03-04,26,tier-1,Diploma,14.5,0.2,0,2,19.7,yes,laptop,instagram,free,10,No,39.2,n/a,0
L-00407,2026-02-06,20,1,,,1.38,6,4,,FALSE,laptop,school_partner,scholarship,8,1,67.3,-,1
L-02711,2026-03-20,20,2,Bachelors,12.1,2.48,4,6,76.8,Y,laptop,friend,paid,0,Y,94.1,,1
L-01518,28-03-2026,25,1,HS,6.6,4.64,5,10,78.0,No,mobile,friend,scholarship,24,No,,requested extension,0
L-00452,14-01-2026,24,1,High School,4.2,0.83,2,3,50.6,no,Mobile,instagram,scholarship,11,N,,-,0
L-01909,2026-03-19,300,tier-1,High School,3.7,2.3,6,2,48.4,no,mobile,ngo_outreach,paid,25,N,,follow up next intake,0
L-02289,2026-05-02,26,2,High School,4.9,4.74,6,5,68.9,0,mobile,other,paid,3,No,,n/a,0
L-01235,14-06-2026,20,2,High School,9.9,3.08,0,1,0.0,No,desktop,youtube,scholarship,43,N,,duplicate?  check,0
L-01601,12-05-2026,20,1,High School,3.7,1.22,10,5,76.0,TRUE,Mobile,ngo_outreach,free,1,Y,79.9,,1
L-02403,2026-01-08,21,2,Diploma,9.6,4.3,5,7,67.1,No,tablet,youtube,scholarship,5,Y,90.2,duplicate?  check,1
L-00152,2026-02-07,18,2,,11.5,2.91,6,6,20.0,FALSE,mobile,instagram,free,12,Yes,81.5,,1
L-00552,2026-04-17,27,3,Diploma,1.7,0.0,1,0,27.1,FALSE,mobile,friend,scholarship,31,N,,,0
L-02271,14-06-2026,23,3,Diploma,11.0,3.77,10,8,88.7,no,laptop,friend,scholarship,4,1,84.0,n/a,1
L-01532,2026-01-21,22,3,highschool,6.9,1.58,0,5,21.9,TRUE,mobile,school_partner,free,47,FALSE,,,0
L-02558,11-05-2026,19,T1,Diploma,1.6,0.24,1,2,35.9,1,mobile,ngo_outreach,paid,35,FALSE,37.1,,0
L-01569,2026-04-21,27,2,High School,6.0,2.61,3,1,40.3,no,PC,instagram,paid,21,Y,53.6,,1
L-02034,2026-01-06,21,1,highschool,1.0,3.55,1,0,55.1,,mobile,instagram,paid,11,yes,77.7,duplicate?  check,1
L-00955,2026-05-28,23,1,High School,8.7,3.19,7,2,86.8,TRUE,laptop,school_partner,free,14,yes,84.2,,1
L-01419,2026-02-17,20,2,Bachelors,8.4,3.54,9,6,78.4,1,mobile,youtube,paid,0,Yes,81.4,,1
L-02142,2026-01-22,15,2,High School,7.3,2.01,2,4,21.6,Y,laptop,ngo_outreach,scholarship,14,N,,,0
L-00356,2026-04-09,,2,DIPLOMA,9.5,2.65,1,2,36.0,No,mobile,friend,scholarship,19,0,,,0
L-00074,2026-04-19,16,2,Bachelors,5.1,5.19,3,0,57.8,TRUE,laptop,friend,paid,18,Y,72.3,,1
L-02151,2026-03-05,15,1,Masters,6.0,1.43,5,3,42.9,yes,laptop,school_partner,scholarship,6,TRUE,84.4,follow up next intake,1
L-01719,17-03-2026,21,2,Diploma,1.0,0.0,0,1,0.0,no,laptop,youtube,free,43,No,,n/a,0
L-01136,04/04/2026,18,T3,Bachelors,9.1,0.2,2,3,33.5,yes,MOBILE,instagram,scholarship,23,No,,,0
L-01531,2026-04-12,18,3,HS,5.1,1.56,6,0,55.8,no,mobile,instagram,scholarship,4,N,,,0
L-00646,2026-05-19,17,1,High School,12.0,3.25,5,12,67.3,TRUE,mobile,ngo_outreach,free,24,Y,73.5,requested extension,1
L-02082,23/04/2026,17,tier-2,High School,6.5,4.57,7,5,67.7,TRUE,Mobile,friend,free,7,Yes,84.9,,1
L-02065,08/03/2026,19,2,B.Tech,8.2,4.15,5,1,73.7,No,tablet,instagram,scholarship,15,FALSE,,-,0
L-00603,2026-01-13,23,1,Diploma,3.6,4.06,5,0,40.6,FALSE,desktop,instagram,free,20,0,,,0
